campaign_id,date,platform,campaign_type,industry,region,budget_usd,impressions,clicks,conversions,revenue_usd,ctr_pct,cpc_usd,roas,cost_per_conversion
CMP-04371,2022-01-08,Facebook,Conversion,Healthcare,North America,49184.16,13254122,283638,14329,4988820.65,2.14,0.17,101.43,3.43
CMP-04372,2022-01-19,Instagram,Retargeting,Tech,Asia Pacific,43709.09,11787899,884092,85389,17200089.93,7.5,0.05,393.51,0.51
CMP-04373,2024-05-06,Email,Engagement,Education,Europe,17221.55,3349296,241149,4235,281777.37,7.2,0.07,16.36,4.07
CMP-04374,2023-10-25,Email,Retargeting,Travel,Latin America,37186.18,13738552,519317,37814,5541927.94,3.78,0.07,149.03,0.98
CMP-04375,2023-07-30,Twitter,Retargeting,Finance,Middle East,21483.72,8514282,487016,31283,12342642.75,5.72,0.04,574.51,0.69
CMP-04376,2024-04-04,LinkedIn,Lead Generation,Education,Middle East,15559.03,904276,55251,2821,877823.39,6.11,0.28,56.42,5.52
CMP-04377,2022-03-22,TikTok,Conversion,Finance,Europe,25466.13,6526763,422934,15508,6119190.35,6.48,0.06,240.29,1.64
CMP-04378,2024-01-09,Email,Conversion,Travel,Middle East,45605.3,6005949,347143,35124,7009200.2,5.78,0.13,153.69,1.3
CMP-04379,2022-02-20,YouTube,Brand Awareness,Education,Europe,36210.36,3611642,224282,19638,9493882.78,6.21,0.16,262.19,1.84
CMP-04380,2024-01-18,TikTok,Engagement,Retail,Middle East,21287.81,1137388,59030,3981,1028404.49,5.19,0.36,48.31,5.35
CMP-04381,2023-02-27,Twitter,Conversion,Retail,Europe,25194.55,11275880,721656,74859,8691012.42,6.4,0.03,344.96,0.34
CMP-04382,2024-02-21,TikTok,Brand Awareness,Food & Beverage,North America,46662.17,19846628,132972,11140,953085.29,0.67,0.35,20.43,4.19
CMP-04383,2022-06-12,TikTok,Engagement,Tech,Asia Pacific,32886.95,9061956,329855,6015,267359.99,3.64,0.1,8.13,5.47
CMP-04384,2023-08-23,Email,Lead Generation,Travel,Europe,14168.9,4531090,35342,3407,477640.14,0.78,0.4,33.71,4.16
CMP-04385,2023-01-03,YouTube,Conversion,Travel,North America,24139.05,5178229,331406,8241,2757398.96,6.4,0.07,114.23,2.93
CMP-04386,2022-02-15,Twitter,Engagement,Food & Beverage,Latin America,45286.03,20587699,1117912,131398,40338817.94,5.43,0.04,890.76,0.34
CMP-04387,2024-03-22,TikTok,Brand Awareness,Tech,North America,36776.28,17599784,672311,34605,11794291.25,3.82,0.05,320.7,1.06
CMP-04388,2022-12-26,Instagram,Lead Generation,Tech,Europe,20671.58,7689211,569770,48436,14253891.81,7.41,0.04,689.54,0.43
CMP-04389,2022-05-10,TikTok,Lead Generation,Retail,Middle East,15594.81,6091163,345978,18210,758223.83,5.68,0.05,48.62,0.86
CMP-04390,2024-04-01,LinkedIn,Lead Generation,Tech,Latin America,10158.78,2366960,86394,1452,203422.29,3.65,0.12,20.02,7.0
CMP-04391,2022-11-22,YouTube,Conversion,Finance,Latin America,37996.39,14056373,624102,55326,8577855.43,4.44,0.06,225.75,0.69
CMP-04392,2024-05-25,Google Ads,Retargeting,Retail,Europe,4146.3,770976,51347,4108,722013.22,6.66,0.08,174.13,1.01
CMP-04393,2022-11-19,LinkedIn,Engagement,Food & Beverage,Latin America,17094.84,4708745,242500,25232,2140650.84,5.15,0.07,125.22,0.68
CMP-04394,2024-05-09,YouTube,Lead Generation,Education,Middle East,10653.16,4078928,192525,5149,1495299.38,4.72,0.06,140.36,2.07
CMP-04395,2022-08-25,Google Ads,Brand Awareness,Food & Beverage,Europe,22795.98,2603963,38017,527,25932.6,1.46,0.6,1.14,43.26
CMP-04396,2023-07-02,YouTube,Engagement,Healthcare,Europe,17848.97,3121206,230969,11876,3379413.09,7.4,0.08,189.33,1.5
CMP-04397,2022-04-29,Google Ads,Retargeting,Travel,Middle East,17118.84,3897157,44037,2301,823956.31,1.13,0.39,48.13,7.44
CMP-04398,2023-04-29,Google Ads,Brand Awareness,Food & Beverage,Middle East,41320.34,6606325,362026,40266,16660121.08,5.48,0.11,403.19,1.03
CMP-04399,2024-06-17,Google Ads,Conversion,Education,Latin America,39615.92,11974722,525690,50798,10601810.92,4.39,0.08,267.61,0.78
CMP-04400,2023-04-04,TikTok,Engagement,Retail,Latin America,37387.7,16462972,1014119,108354,28734918.59,6.16,0.04,768.57,0.35
CMP-04401,2023-05-22,Email,Conversion,Food & Beverage,Europe,13008.31,999327,7694,224,51242.71,0.77,1.69,3.94,58.07
CMP-04402,2022-01-16,TikTok,Lead Generation,Travel,North America,17061.84,4166227,69992,384,125835.99,1.68,0.24,7.38,44.43
CMP-04403,2024-02-02,Google Ads,Conversion,Tech,Middle East,31796.5,4652335,330781,14660,2563639.68,7.11,0.1,80.63,2.17
CMP-04404,2022-10-15,Google Ads,Conversion,Food & Beverage,Latin America,4373.24,765236,57086,605,40266.31,7.46,0.08,9.21,7.23
CMP-04405,2024-02-19,Email,Engagement,Healthcare,Asia Pacific,21011.16,1073858,20188,757,346038.93,1.88,1.04,16.47,27.76
CMP-04406,2022-02-18,Instagram,Conversion,Retail,Latin America,36191.46,11871789,162643,15515,2617760.91,1.37,0.22,72.33,2.33
CMP-04407,2022-01-17,Facebook,Brand Awareness,Retail,North America,16103.73,4623918,125308,12124,1125854.44,2.71,0.13,69.91,1.33
CMP-04408,2023-11-03,LinkedIn,Engagement,Education,Asia Pacific,29836.86,3125439,102201,1650,476869.72,3.27,0.29,15.98,18.08
CMP-04409,2024-05-04,Email,Retargeting,Retail,Middle East,25607.08,5930473,409795,24045,2795281.21,6.91,0.06,109.16,1.06
CMP-04410,2023-09-21,LinkedIn,Lead Generation,Retail,Middle East,5075.74,755000,37221,2467,336740.31,4.93,0.14,66.34,2.06
CMP-04411,2022-08-01,Instagram,Retargeting,Travel,Middle East,49982.65,6315614,237467,2434,830589.77,3.76,0.21,16.62,20.54
CMP-04412,2023-05-01,Google Ads,Brand Awareness,Food & Beverage,Europe,40869.0,11193245,687265,59786,26811947.21,6.14,0.06,656.05,0.68
CMP-04413,2022-10-20,Instagram,Conversion,Tech,Asia Pacific,42139.16,11679704,343383,40650,2700704.86,2.94,0.12,64.09,1.04
CMP-04414,2022-03-14,Email,Lead Generation,Tech,North America,47477.93,21412749,550307,43634,6718904.74,2.57,0.09,141.52,1.09
CMP-04415,2023-06-19,Facebook,Lead Generation,Healthcare,North America,45989.81,11731375,681592,31013,9573812.54,5.81,0.07,208.17,1.48
CMP-04416,2023-09-18,Facebook,Lead Generation,Finance,Middle East,11349.42,2344987,106227,11537,4947200.82,4.53,0.11,435.9,0.98
CMP-04417,2023-07-26,YouTube,Engagement,Retail,Latin America,20485.38,4551489,299943,3093,343148.2,6.59,0.07,16.75,6.62
CMP-04418,2022-08-23,Twitter,Brand Awareness,Tech,North America,10669.09,4879410,382057,4192,795187.82,7.83,0.03,74.53,2.55
CMP-04419,2023-04-20,Google Ads,Retargeting,Food & Beverage,North America,29575.22,12096749,625401,40729,20026361.15,5.17,0.05,677.13,0.73
CMP-04420,2022-11-24,Email,Engagement,Healthcare,Middle East,10764.55,3582458,150821,1985,603207.88,4.21,0.07,56.04,5.42
CMP-04421,2022-10-21,LinkedIn,Retargeting,Food & Beverage,Asia Pacific,22071.5,5028235,266999,20724,1138834.23,5.31,0.08,51.6,1.07
CMP-04422,2023-02-12,Facebook,Brand Awareness,Travel,Europe,38386.79,8208505,261851,19752,4512098.46,3.19,0.15,117.54,1.94
CMP-04423,2022-01-27,Email,Conversion,Education,Middle East,48880.43,20154714,606656,13677,6108723.57,3.01,0.08,124.97,3.57
CMP-04424,2022-04-25,Twitter,Brand Awareness,Finance,Middle East,15590.43,5297607,77345,5324,1429906.83,1.46,0.2,91.72,2.93
CMP-04425,2022-03-21,Instagram,Conversion,Finance,Middle East,46573.95,21279373,1668302,21981,7417138.01,7.84,0.03,159.26,2.12
CMP-04426,2022-01-11,Email,Retargeting,Travel,Europe,31672.14,11381982,747796,41360,14531433.49,6.57,0.04,458.81,0.77
CMP-04427,2023-10-25,Google Ads,Conversion,Retail,North America,22879.18,10007247,388281,27508,5913277.77,3.88,0.06,258.46,0.83
CMP-04428,2022-06-05,Twitter,Brand Awareness,Retail,North America,45681.91,19340127,1270646,81634,21273283.4,6.57,0.04,465.68,0.56
CMP-04429,2024-01-12,LinkedIn,Lead Generation,Healthcare,Latin America,25827.51,2628394,55196,649,62455.89,2.1,0.47,2.42,39.8
CMP-04430,2024-05-17,Facebook,Engagement,Healthcare,North America,6246.28,2064845,62977,3587,464930.95,3.05,0.1,74.43,1.74
CMP-04431,2022-02-11,LinkedIn,Engagement,Food & Beverage,Europe,45991.4,20840069,775250,9798,997793.08,3.72,0.06,21.7,4.69
CMP-04432,2022-08-05,LinkedIn,Brand Awareness,Food & Beverage,Asia Pacific,45788.26,2606308,89656,7888,1867197.34,3.44,0.51,40.78,5.8
CMP-04433,2022-08-30,YouTube,Retargeting,Food & Beverage,Latin America,39155.38,12070340,103804,10691,1917986.94,0.86,0.38,48.98,3.66
CMP-04434,2024-05-14,LinkedIn,Brand Awareness,Healthcare,North America,13372.49,5757999,253351,12953,6234107.8,4.4,0.05,466.19,1.03
CMP-04435,2023-05-14,Instagram,Conversion,Finance,Europe,27245.26,3885299,122775,14372,2278448.54,3.16,0.22,83.63,1.9
CMP-04436,2023-09-12,TikTok,Conversion,Travel,Middle East,6144.98,1890957,79609,3506,315636.44,4.21,0.08,51.36,1.75
CMP-04437,2022-09-04,Google Ads,Brand Awareness,Tech,Middle East,11868.84,2448796,148886,11328,2713750.32,6.08,0.08,228.64,1.05
CMP-04438,2022-02-11,Facebook,Engagement,Finance,Europe,43247.99,17730783,358161,4328,400416.34,2.02,0.12,9.26,9.99
CMP-04439,2023-01-08,Email,Retargeting,Retail,Europe,37175.9,3981467,70870,3854,763090.42,1.78,0.52,20.53,9.65
CMP-04440,2022-01-15,Instagram,Lead Generation,Finance,Asia Pacific,40459.93,13585008,335549,31042,12696802.49,2.47,0.12,313.81,1.3
CMP-04441,2023-01-21,Facebook,Lead Generation,Retail,Latin America,17778.26,4328661,164489,3371,1187197.52,3.8,0.11,66.78,5.27
CMP-04442,2023-02-16,LinkedIn,Brand Awareness,Tech,Europe,8214.64,678399,52101,5489,657610.63,7.68,0.16,80.05,1.5
CMP-04443,2022-04-07,Email,Brand Awareness,Retail,Asia Pacific,1572.16,722799,41416,2131,821918.04,5.73,0.04,522.8,0.74
CMP-04444,2024-06-06,Facebook,Conversion,Retail,Europe,26534.93,7447327,383537,12269,4641698.33,5.15,0.07,174.93,2.16
CMP-04445,2024-05-27,LinkedIn,Engagement,Tech,Middle East,17265.56,3337164,191553,4208,195875.68,5.74,0.09,11.34,4.1
CMP-04446,2023-09-29,Twitter,Retargeting,Education,Europe,19943.82,9278713,168872,6977,425099.89,1.82,0.12,21.31,2.86
CMP-04447,2022-04-05,Facebook,Lead Generation,Tech,North America,47758.65,5431367,235721,2078,92663.12,4.34,0.2,1.94,22.98
CMP-04448,2024-06-13,Instagram,Engagement,Healthcare,Europe,1265.11,586898,8333,663,163885.3,1.42,0.15,129.54,1.91
CMP-04449,2022-11-21,Instagram,Brand Awareness,Finance,Middle East,12988.11,4400867,24204,2467,639270.87,0.55,0.54,49.22,5.26
CMP-04450,2022-12-18,Twitter,Engagement,Finance,North America,37057.15,3968832,65882,6778,3167430.2,1.66,0.56,85.47,5.47
CMP-04451,2024-06-18,Twitter,Lead Generation,Food & Beverage,Latin America,15277.46,5224211,215237,5615,2137475.66,4.12,0.07,139.91,2.72
CMP-04452,2023-02-21,TikTok,Engagement,Finance,Asia Pacific,42852.37,16589788,837784,97217,16424949.03,5.05,0.05,383.29,0.44
CMP-04453,2024-03-13,Instagram,Engagement,Healthcare,Middle East,26764.56,10516194,731927,51154,13870141.52,6.96,0.04,518.23,0.52
CMP-04454,2022-09-20,Facebook,Retargeting,Tech,Middle East,30072.48,5875492,64630,4264,1719532.26,1.1,0.47,57.18,7.05
CMP-04455,2024-01-29,Facebook,Retargeting,Tech,Middle East,47970.78,19341076,1481526,52610,13813714.2,7.66,0.03,287.96,0.91
CMP-04456,2022-09-10,TikTok,Engagement,Education,Latin America,14934.51,1378376,24672,1938,760644.34,1.79,0.61,50.93,7.71
CMP-04457,2022-01-01,Instagram,Brand Awareness,Food & Beverage,Asia Pacific,39657.98,7571199,349789,1986,115748.24,4.62,0.11,2.92,19.97
CMP-04458,2024-02-08,Instagram,Engagement,Retail,Middle East,47105.68,5477717,358242,33087,14086463.91,6.54,0.13,299.04,1.42
CMP-04459,2024-04-14,Google Ads,Conversion,Travel,North America,3943.56,1667365,23509,1654,796707.99,1.41,0.17,202.03,2.38
CMP-04460,2023-11-27,Twitter,Retargeting,Education,Latin America,35692.12,8761104,696507,28116,11070205.6,7.95,0.05,310.16,1.27
CMP-04461,2022-12-31,Instagram,Retargeting,Travel,North America,29196.35,5277368,45385,4352,1422984.72,0.86,0.64,48.74,6.71
CMP-04462,2022-10-18,Email,Lead Generation,Education,Latin America,20758.33,3338223,163572,6089,894526.73,4.9,0.13,43.09,3.41
CMP-04463,2023-07-21,Facebook,Conversion,Tech,Latin America,42246.31,4510260,123581,13177,1267731.37,2.74,0.34,30.01,3.21
CMP-04464,2022-02-13,YouTube,Retargeting,Healthcare,Europe,6534.79,1851987,27594,809,358814.05,1.49,0.24,54.91,8.08
CMP-04465,2022-09-03,TikTok,Engagement,Education,Middle East,16619.02,3923862,92995,5884,603051.74,2.37,0.18,36.29,2.82
CMP-04466,2022-09-22,Email,Conversion,Retail,North America,21413.06,7364143,81741,3427,1115178.25,1.11,0.26,52.08,6.25
CMP-04467,2022-01-03,TikTok,Lead Generation,Travel,Europe,11185.0,5144735,231513,4511,1880835.72,4.5,0.05,168.16,2.48
CMP-04468,2023-04-01,TikTok,Conversion,Retail,North America,24393.69,2523701,59811,2051,145660.99,2.37,0.41,5.97,11.89
CMP-04469,2023-03-28,TikTok,Brand Awareness,Healthcare,Asia Pacific,1468.13,285627,21850,215,82916.55,7.65,0.07,56.48,6.83
CMP-04470,2023-11-24,YouTube,Brand Awareness,Travel,Latin America,46552.19,3661310,150113,12435,1296827.15,4.1,0.31,27.86,3.74
CMP-04471,2022-10-20,Facebook,Retargeting,Healthcare,Middle East,20274.76,1113803,70837,1856,605997.4,6.36,0.29,29.89,10.92
CMP-04472,2022-07-20,LinkedIn,Engagement,Healthcare,Asia Pacific,45561.38,5267846,93240,2133,438985.66,1.77,0.49,9.64,21.36
CMP-04473,2022-02-21,YouTube,Brand Awareness,Tech,Europe,38856.27,6510941,509155,59120,19294618.48,7.82,0.08,496.56,0.66
CMP-04474,2024-03-28,Email,Lead Generation,Travel,Middle East,25068.56,7460672,473006,56442,21283110.04,6.34,0.05,849.0,0.44
CMP-04475,2023-04-30,TikTok,Lead Generation,Education,Middle East,21921.75,8832936,71546,1342,510952.16,0.81,0.31,23.31,16.34
CMP-04476,2022-02-10,Google Ads,Brand Awareness,Education,North America,16164.45,3465230,150737,16509,5457899.49,4.35,0.11,337.65,0.98
CMP-04477,2023-04-12,YouTube,Conversion,Finance,Asia Pacific,43762.73,14601266,1064432,48214,5123199.04,7.29,0.04,117.07,0.91
CMP-04478,2024-05-31,LinkedIn,Brand Awareness,Healthcare,Asia Pacific,11582.97,1618785,43059,3837,936728.28,2.66,0.27,80.87,3.02
CMP-04479,2023-12-30,Facebook,Lead Generation,Travel,Middle East,14416.13,6992054,299959,33001,10408599.83,4.29,0.05,722.01,0.44
CMP-04480,2023-03-27,Instagram,Lead Generation,Finance,Latin America,14240.33,5534260,285567,26355,9230169.95,5.16,0.05,648.17,0.54
CMP-04481,2022-06-14,Instagram,Lead Generation,Retail,Middle East,40976.23,3064959,76010,8251,3038671.09,2.48,0.54,74.16,4.97
CMP-04482,2022-09-03,YouTube,Brand Awareness,Education,Europe,2938.42,809575,43878,3500,141636.05,5.42,0.07,48.2,0.84
CMP-04483,2024-04-16,TikTok,Conversion,Tech,Latin America,49163.19,8337883,171760,16168,7104737.55,2.06,0.29,144.51,3.04
CMP-04484,2023-02-02,Google Ads,Conversion,Travel,Europe,32471.16,10210317,498263,56947,5292824.06,4.88,0.07,163.0,0.57
CMP-04485,2024-02-04,Facebook,Conversion,Healthcare,Europe,13297.14,4481013,53324,5793,1493804.72,1.19,0.25,112.34,2.3
CMP-04486,2022-06-14,Instagram,Retargeting,Education,Asia Pacific,21365.24,5356678,178377,11149,1266807.82,3.33,0.12,59.29,1.92
CMP-04487,2022-07-07,YouTube,Brand Awareness,Food & Beverage,Asia Pacific,23389.26,5229869,313269,35410,14804931.7,5.99,0.07,632.98,0.66
CMP-04488,2022-09-08,Facebook,Engagement,Finance,Asia Pacific,13754.5,5229104,404209,37628,7575049.06,7.73,0.03,550.73,0.37
CMP-04489,2024-03-03,Facebook,Retargeting,Food & Beverage,Asia Pacific,19054.68,8869561,327286,12748,6006309.52,3.69,0.06,315.21,1.49
CMP-04490,2024-04-30,Facebook,Conversion,Tech,Europe,42524.63,4976399,356310,4994,2295204.82,7.16,0.12,53.97,8.52
CMP-04491,2023-01-13,Facebook,Brand Awareness,Healthcare,Europe,26811.13,11141336,241766,16944,4797483.97,2.17,0.11,178.94,1.58
CMP-04492,2023-01-29,YouTube,Conversion,Education,North America,20633.35,3478639,57049,900,311999.85,1.64,0.36,15.12,22.93
CMP-04493,2022-12-12,LinkedIn,Lead Generation,Finance,Europe,5132.36,1705091,73659,1053,455485.55,4.32,0.07,88.75,4.87
CMP-04494,2024-05-04,YouTube,Engagement,Tech,Asia Pacific,47935.71,4877541,234609,4961,2356461.5,4.81,0.2,49.16,9.66
CMP-04495,2024-06-19,Facebook,Lead Generation,Food & Beverage,Europe,22257.97,3352981,258179,7732,1742376.04,7.7,0.09,78.28,2.88
CMP-04496,2023-04-29,LinkedIn,Brand Awareness,Healthcare,Middle East,8289.27,1463634,25467,1823,581742.8,1.74,0.33,70.18,4.55
CMP-04497,2023-10-06,Google Ads,Conversion,Healthcare,North America,41875.53,15194200,553068,54997,9655422.42,3.64,0.08,230.57,0.76
CMP-04498,2022-08-03,Twitter,Retargeting,Healthcare,Middle East,4768.58,2220643,95265,2337,79514.17,4.29,0.05,16.67,2.04
CMP-04499,2022-11-24,YouTube,Conversion,Finance,Asia Pacific,42190.89,10434683,802427,62387,7071991.26,7.69,0.05,167.62,0.68
CMP-04500,2024-05-08,Google Ads,Lead Generation,Food & Beverage,Europe,28535.46,4559532,210194,25114,10559464.62,4.61,0.14,370.05,1.14
CMP-04501,2024-02-22,Email,Engagement,Retail,Asia Pacific,18458.26,7437203,351779,25571,7626879.69,4.73,0.05,413.2,0.72
CMP-04502,2022-08-04,Instagram,Brand Awareness,Healthcare,Latin America,44166.76,10447805,446121,42388,11283402.41,4.27,0.1,255.47,1.04
CMP-04503,2024-05-11,Email,Lead Generation,Food & Beverage,Europe,6118.01,3056776,75502,5088,2284067.39,2.47,0.08,373.34,1.2
CMP-04504,2024-06-04,TikTok,Conversion,Retail,Latin America,35910.16,2891310,162202,1502,204161.66,5.61,0.22,5.69,23.91
CMP-04505,2023-05-13,YouTube,Conversion,Tech,Latin America,17045.77,4978743,139404,3648,1424610.85,2.8,0.12,83.58,4.67
CMP-04506,2022-01-21,YouTube,Conversion,Travel,Europe,47959.63,23046265,737480,5975,907726.59,3.2,0.07,18.93,8.03
CMP-04507,2022-02-01,LinkedIn,Engagement,Education,Latin America,37849.42,4744353,144228,2060,422486.27,3.04,0.26,11.16,18.37
CMP-04508,2022-08-21,LinkedIn,Lead Generation,Tech,Latin America,16253.1,5397257,410731,31154,1474137.61,7.61,0.04,90.7,0.52
CMP-04509,2023-06-01,Instagram,Brand Awareness,Education,North America,37222.47,7751376,223239,4967,2172811.03,2.88,0.17,58.37,7.49
CMP-04510,2024-01-23,Facebook,Conversion,Education,North America,48157.53,12790292,546145,48551,13420657.39,4.27,0.09,278.68,0.99
CMP-04511,2024-02-02,Google Ads,Lead Generation,Travel,Middle East,28598.57,13979242,961771,33419,16691896.82,6.88,0.03,583.66,0.86
CMP-04512,2023-08-22,YouTube,Brand Awareness,Education,Middle East,24317.82,9772115,773951,49437,15208032.07,7.92,0.03,625.39,0.49
CMP-04513,2024-01-20,Email,Lead Generation,Finance,Latin America,805.35,49032,3348,197,72557.69,6.83,0.24,90.09,4.09
CMP-04514,2023-08-27,Google Ads,Lead Generation,Healthcare,North America,1690.61,670803,6171,586,204490.1,0.92,0.27,120.96,2.88
CMP-04515,2024-05-13,Instagram,Retargeting,Finance,Latin America,26509.99,5794765,131541,4304,701812.21,2.27,0.2,26.47,6.16
CMP-04516,2022-12-23,Email,Engagement,Food & Beverage,Middle East,45854.27,18537942,1110422,99029,40152132.81,5.99,0.04,875.65,0.46
CMP-04517,2022-02-07,TikTok,Conversion,Finance,Europe,540.07,144550,9381,1082,116254.25,6.49,0.06,215.26,0.5
CMP-04518,2024-04-17,Twitter,Conversion,Education,Latin America,45641.1,11114731,81137,8680,1503995.62,0.73,0.56,32.95,5.26
CMP-04519,2023-04-07,Email,Lead Generation,Tech,North America,6501.7,1091597,33948,3793,1331308.55,3.11,0.19,204.76,1.71
CMP-04520,2023-07-25,Twitter,Brand Awareness,Finance,North America,35125.99,10984052,410803,45531,8377050.35,3.74,0.09,238.49,0.77
CMP-04521,2022-11-29,Email,Brand Awareness,Education,North America,15608.6,2289375,139194,7630,1173631.52,6.08,0.11,75.19,2.05
CMP-04522,2024-04-25,TikTok,Engagement,Finance,Middle East,26867.97,2448932,179261,10989,4165202.98,7.32,0.15,155.02,2.44
CMP-04523,2024-05-21,Twitter,Lead Generation,Tech,Asia Pacific,30812.83,7728767,309150,33114,15389224.85,4.0,0.1,499.44,0.93
CMP-04524,2022-08-19,TikTok,Conversion,Tech,Latin America,35743.54,6500032,250901,10301,2202514.75,3.86,0.14,61.62,3.47
CMP-04525,2022-10-31,TikTok,Engagement,Tech,Latin America,2091.07,810033,60914,5977,2351624.69,7.52,0.03,1124.6,0.35
CMP-04526,2023-02-10,Facebook,Lead Generation,Finance,Europe,36881.0,18123857,772076,54606,25029754.15,4.26,0.05,678.66,0.68
CMP-04527,2024-05-03,Twitter,Conversion,Travel,North America,43646.33,15615808,1036889,78593,12997381.48,6.64,0.04,297.79,0.56
CMP-04528,2022-04-08,Instagram,Engagement,Travel,Asia Pacific,6438.31,937667,28317,2041,768614.55,3.02,0.23,119.38,3.15
CMP-04529,2022-05-11,Instagram,Conversion,Retail,Europe,32671.64,14139154,733822,23553,2053165.39,5.19,0.04,62.84,1.39
CMP-04530,2022-10-17,Twitter,Lead Generation,Tech,Middle East,27340.82,2137238,117548,13778,2734913.11,5.5,0.23,100.03,1.98
CMP-04531,2024-04-22,Facebook,Lead Generation,Food & Beverage,North America,48903.35,19450271,980293,63476,5871007.99,5.04,0.05,120.05,0.77
CMP-04532,2024-04-05,Instagram,Lead Generation,Healthcare,North America,23985.07,5246584,380901,5510,1087441.71,7.26,0.06,45.34,4.35
CMP-04533,2023-10-08,Email,Conversion,Food & Beverage,North America,13430.15,4167381,173363,9525,805774.86,4.16,0.08,60.0,1.41
CMP-04534,2023-06-12,Twitter,Engagement,Retail,North America,21670.01,5704920,73593,757,227444.93,1.29,0.29,10.5,28.63
CMP-04535,2022-03-15,YouTube,Retargeting,Tech,Asia Pacific,2226.15,1068920,51628,987,339272.68,4.83,0.04,152.4,2.26
CMP-04536,2022-04-01,Google Ads,Brand Awareness,Healthcare,Europe,20912.74,7094551,36182,1061,422450.41,0.51,0.58,20.2,19.71
CMP-04537,2023-03-07,Facebook,Engagement,Tech,Europe,16891.94,7330433,324738,5970,310676.68,4.43,0.05,18.39,2.83
CMP-04538,2024-05-21,Email,Engagement,Travel,Europe,33593.42,7513642,62363,3959,1842819.75,0.83,0.54,54.86,8.49
CMP-04539,2022-12-19,Email,Retargeting,Food & Beverage,Europe,27918.94,12399987,662159,58480,2295195.06,5.34,0.04,82.21,0.48
CMP-04540,2023-10-14,Email,Conversion,Education,Latin America,41443.76,15813585,290969,21604,2578998.22,1.84,0.14,62.23,1.92
CMP-04541,2022-05-10,Instagram,Conversion,Finance,North America,27639.08,12016255,761830,42322,8240283.93,6.34,0.04,298.14,0.65
CMP-04542,2023-01-18,Email,Engagement,Food & Beverage,Latin America,10867.63,808829,39875,3428,1360902.84,4.93,0.27,125.23,3.17
CMP-04543,2023-04-14,TikTok,Retargeting,Finance,Asia Pacific,3071.01,328759,9665,870,308765.12,2.94,0.32,100.54,3.53
CMP-04544,2024-06-07,LinkedIn,Retargeting,Retail,Latin America,31012.77,3471919,213175,18155,4589669.59,6.14,0.15,147.99,1.71
CMP-04545,2024-05-03,LinkedIn,Brand Awareness,Travel,Asia Pacific,18334.48,1557340,72572,5752,1075821.49,4.66,0.25,58.68,3.19
CMP-04546,2023-04-24,Google Ads,Retargeting,Healthcare,North America,32720.7,3074824,112231,8190,1196977.76,3.65,0.29,36.58,4.0
CMP-04547,2023-03-13,Google Ads,Engagement,Food & Beverage,Middle East,5822.59,1255945,16704,648,45242.51,1.33,0.35,7.77,8.99
CMP-04548,2022-11-20,Facebook,Engagement,Travel,North America,45450.56,5095477,94775,788,387599.14,1.86,0.48,8.53,57.68
CMP-04549,2023-10-19,TikTok,Brand Awareness,Finance,Latin America,40167.2,14678996,334681,38072,13372793.81,2.28,0.12,332.93,1.06
CMP-04550,2024-03-19,Instagram,Retargeting,Food & Beverage,North America,7482.38,2710871,211447,4999,2351971.38,7.8,0.04,314.33,1.5
CMP-04551,2023-12-11,Google Ads,Retargeting,Healthcare,Europe,29141.83,12992522,870498,53893,15951928.96,6.7,0.03,547.39,0.54
CMP-04552,2022-10-20,Instagram,Lead Generation,Healthcare,Latin America,35834.15,11361106,68166,884,66393.24,0.6,0.53,1.85,40.54
CMP-04553,2022-11-09,LinkedIn,Retargeting,Finance,North America,9523.73,4247758,147397,7436,810115.73,3.47,0.06,85.06,1.28
CMP-04554,2022-04-23,TikTok,Lead Generation,Finance,Middle East,27555.2,2147721,150984,6032,1647624.96,7.03,0.18,59.79,4.57
CMP-04555,2023-12-28,Email,Brand Awareness,Healthcare,Asia Pacific,2077.17,218076,14414,1409,547049.66,6.61,0.14,263.36,1.47
CMP-04556,2024-02-06,Google Ads,Brand Awareness,Education,Europe,8713.27,2706736,64149,1510,284724.35,2.37,0.14,32.68,5.77
CMP-04557,2024-04-01,Google Ads,Conversion,Food & Beverage,Latin America,736.71,349241,10477,790,217738.58,3.0,0.07,295.56,0.93
CMP-04558,2023-07-21,Email,Retargeting,Tech,North America,42917.65,8148074,461180,36294,13823210.32,5.66,0.09,322.09,1.18
CMP-04559,2022-05-09,Facebook,Engagement,Healthcare,Asia Pacific,29521.08,11552582,622684,62089,30599565.89,5.39,0.05,1036.53,0.48
CMP-04560,2024-05-18,LinkedIn,Engagement,Tech,Europe,35394.05,7811078,377275,27166,5077541.67,4.83,0.09,143.46,1.3
CMP-04561,2024-03-01,Instagram,Retargeting,Education,Middle East,26197.84,11902604,515382,32091,10787774.8,4.33,0.05,411.78,0.82
CMP-04562,2023-02-26,TikTok,Conversion,Travel,North America,35616.58,16170826,195666,15562,720496.33,1.21,0.18,20.23,2.29
CMP-04563,2024-02-02,LinkedIn,Brand Awareness,Healthcare,North America,8953.04,4094548,284980,12348,3644129.69,6.96,0.03,407.03,0.73
CMP-04564,2024-02-25,LinkedIn,Lead Generation,Tech,Asia Pacific,23054.3,7718737,388252,24173,6168261.25,5.03,0.06,267.55,0.95
CMP-04565,2022-01-04,Google Ads,Conversion,Tech,Latin America,47444.41,13592513,838658,48764,3347377.34,6.17,0.06,70.55,0.97
